dist_km,ele,grade_pct,asym_power,asym_speed,gordon_power,gordon_speed
42.132,973.2,3.8,275.7,18.4,281.0,18.3
42.142,973.6,3.9,273.8,19.0,280.1,19.0
42.163,974.6,4.7,274.7,19.0,281.0,19.2
42.182,975.8,6.4,282.7,18.0,281.0,18.2
42.195,977.0,9.4,296.4,15.7,281.0,15.6
42.207,977.6,4.9,288.5,15.0,281.0,14.7
42.244,979.4,4.9,282.1,16.7,281.0,16.5
42.255,980.0,5.6,281.9,17.5,281.0,17.4
42.267,981.0,8.0,290.9,16.4,281.0,16.2
42.287,982.0,5.0,284.4,16.1,281.0,15.9
42.315,983.4,5.0,281.6,17.2,281.0,17.0
42.331,984.2,5.2,280.8,17.6,281.0,17.5
42.352,985.6,6.6,286.1,16.9,281.0,16.8
42.375,986.4,3.4,277.1,17.5,281.0,17.5
42.397,987.6,5.6,278.7,18.4,281.0,18.4
42.411,988.2,4.2,276.9,18.2,281.0,18.2
42.436,989.4,4.8,276.9,18.5,281.0,18.6
42.458,990.4,4.5,275.7,18.6,281.0,18.8
42.478,991.2,4.1,273.0,19.1,276.2,19.3
42.494,991.8,3.8,270.8,19.6,270.3,19.7
42.510,992.4,3.7,268.9,20.0,265.9,20.1
42.522,993.2,6.6,276.6,19.4,281.0,19.5
42.534,993.6,3.4,272.7,19.0,276.3,19.1
42.546,994.0,3.2,269.4,19.8,267.0,19.9
42.562,994.6,3.8,268.3,20.3,264.8,20.3
42.575,995.0,3.0,265.4,20.7,257.9,20.6
42.589,995.4,3.0,263.2,21.3,253.2,21.1
42.765,1004.4,5.1,277.6,19.7,279.9,19.6
42.779,1005.2,5.8,282.3,17.5,281.0,17.6
42.793,1006.2,7.1,288.6,16.6,281.0,16.5
42.811,1007.2,5.4,285.5,16.2,281.0,16.1
42.825,1008.2,7.3,291.1,15.9,281.0,15.7
42.839,1009.2,6.9,292.6,15.1,281.0,14.8
42.850,1009.8,5.6,289.5,15.3,281.0,14.9
42.863,1010.6,5.9,288.1,15.8,281.0,15.4
42.880,1011.2,3.6,278.5,17.0,281.0,16.8
42.896,1011.4,1.2,264.7,19.6,257.2,19.5
42.927,1010.6,-2.6,237.8,24.9,203.6,24.5
42.942,1009.2,-9.7,0.0,31.0,0.0,30.3
42.966,1008.4,-3.3,166.6,34.5,155.9,33.9
42.984,1007.6,-4.4,137.3,36.8,144.3,36.3
43.004,1006.4,-6.0,0.0,38.8,0.0,38.4
43.024,1005.4,-4.9,99.0,40.7,131.6,40.5
43.045,1004.8,-2.8,91.9,41.8,128.9,41.7
43.196,997.0,-5.2,0.0,45.0,0.0,45.0
43.221,996.0,-4.0,46.4,45.8,116.8,46.0
43.274,994.4,-3.0,49.0,45.7,116.0,46.4
43.301,992.8,-5.8,0.0,46.2,0.0,47.2
43.329,991.0,-6.4,0.0,47.8,0.0,48.7
43.399,985.6,-7.8,0.0,50.6,0.0,51.0
43.446,981.8,-8.0,0.0,52.9,0.0,53.0
43.471,979.6,-8.8,0.0,53.5,0.0,53.5
43.498,977.8,-6.8,0.0,53.5,0.0,53.5
43.660,967.6,-6.3,0.0,52.7,0.0,52.7
43.698,964.6,-8.0,0.0,50.7,0.0,50.7
43.750,960.8,-7.3,0.0,52.3,0.0,52.3
43.813,956.6,-6.6,0.0,52.6,0.0,52.6
43.837,955.2,-5.8,0.0,52.3,0.0,52.3
43.860,953.8,-6.1,0.0,52.1,0.0,52.1
43.883,952.2,-6.9,0.0,52.2,0.0,52.2
43.905,950.4,-8.2,0.0,52.6,0.0,52.6
43.928,948.6,-7.8,0.0,53.0,0.0,53.0
43.953,946.8,-7.4,0.0,53.1,0.0,53.1
43.979,945.0,-7.0,0.0,53.0,0.0,53.0
44.005,943.2,-6.8,0.0,52.9,0.0,52.9
44.029,941.6,-6.8,0.0,52.7,0.0,52.7
44.052,939.8,-7.7,0.0,52.9,0.0,52.9
44.102,936.6,-6.4,0.0,52.8,0.0,52.8
44.128,934.8,-6.7,0.0,52.5,0.0,52.5
44.151,933.0,-7.8,0.0,52.7,0.0,52.7
44.174,931.6,-6.2,0.0,52.7,0.0,52.7
44.198,929.8,-7.4,0.0,52.7,0.0,52.7
44.223,928.2,-6.4,0.0,52.7,0.0,52.7
44.249,926.8,-5.4,0.0,52.3,0.0,52.3
44.276,925.4,-5.1,0.0,51.7,0.0,51.7
44.305,923.6,-6.4,0.0,51.7,0.0,51.7
44.362,920.0,-6.2,0.0,51.9,0.0,51.9
44.393,918.2,-5.9,0.0,51.9,0.0,51.9
44.424,916.8,-4.5,22.5,51.5,104.6,51.6
44.582,909.8,-4.4,22.5,50.7,105.5,51.2
44.618,907.6,-6.0,0.0,50.7,0.0,51.2
44.666,904.6,-6.3,0.0,51.4,0.0,51.7
44.693,903.6,-3.7,22.5,51.3,105.1,51.5
44.720,902.6,-3.8,22.5,50.5,106.0,51.0
44.747,901.6,-3.7,22.5,50.1,106.6,50.7
44.773,900.8,-3.1,22.5,49.5,107.4,50.3
44.799,899.4,-5.3,0.0,49.4,0.0,50.3
44.827,897.6,-6.5,0.0,50.3,0.0,50.9
44.913,893.4,-4.9,22.5,50.9,104.9,51.4
45.058,886.2,-5.0,22.5,50.9,104.6,51.5
45.085,885.0,-4.4,22.5,50.8,105.0,51.4
45.124,882.4,-6.7,0.0,51.1,0.0,51.6
45.150,880.6,-7.0,0.0,51.9,0.0,52.1
45.175,878.4,-8.8,0.0,52.7,0.0,52.8
45.199,876.2,-9.1,0.0,53.5,0.0,53.5
45.222,874.8,-6.1,0.0,53.4,0.0,53.4
45.273,871.0,-7.5,0.0,53.1,0.0,53.1
45.300,868.0,-10.9,0.0,53.9,0.0,53.9
45.328,865.8,-8.1,0.0,54.4,0.0,54.4
45.354,863.4,-9.2,0.0,54.3,0.0,54.3
45.379,861.6,-7.0,0.0,54.0,0.0,54.0
45.403,860.8,-3.4,22.5,52.8,102.7,52.9
45.426,859.4,-6.1,0.0,51.9,0.0,52.1
45.450,858.4,-4.2,22.5,51.6,104.3,51.8
45.473,857.4,-4.3,22.5,51.0,105.0,51.4
45.496,856.4,-4.2,22.5,50.7,105.4,51.2
45.520,855.4,-4.2,22.5,50.4,105.7,51.0
45.546,853.8,-6.2,0.0,50.7,0.0,51.2
45.574,851.8,-7.0,0.0,51.5,0.0,51.7
45.604,849.0,-9.4,0.0,52.6,0.0,52.8
45.633,847.0,-7.0,0.0,53.2,0.0,53.3
45.660,845.0,-7.5,0.0,53.1,0.0,53.1
45.688,843.0,-7.1,0.0,53.1,0.0,53.1
45.716,841.2,-6.4,0.0,52.8,0.0,52.8
45.786,836.8,-6.2,0.0,52.4,0.0,52.4
45.815,835.0,-6.4,0.0,52.2,0.0,52.2
45.854,832.8,-5.5,0.0,51.9,0.0,51.9
45.963,826.2,-6.1,0.0,51.8,0.0,51.8
46.005,824.0,-5.3,0.0,51.6,0.0,51.6
46.032,822.6,-5.1,0.0,51.3,0.0,51.3
46.060,821.2,-5.1,0.0,51.1,0.0,51.1
46.088,819.8,-5.0,0.0,51.0,0.0,51.0
46.116,818.8,-3.6,22.5,50.6,106.5,50.7
46.144,817.8,-3.6,22.5,50.0,107.0,50.4
46.171,816.8,-3.6,22.5,49.5,107.3,50.3
46.214,814.8,-4.7,22.5,49.6,106.4,50.5
46.255,812.8,-4.9,22.5,50.1,105.5,51.0
46.283,811.4,-5.0,22.5,50.5,105.1,51.3
46.311,809.8,-5.7,0.0,50.8,0.0,51.4
46.338,808.2,-5.9,0.0,51.1,0.0,51.5
46.364,806.6,-6.2,0.0,51.4,0.0,51.6
46.390,805.2,-5.5,0.0,51.5,0.0,51.6
46.416,804.2,-3.9,22.5,51.1,105.3,51.3
46.470,800.6,-6.7,0.0,51.3,0.0,51.5
46.495,798.8,-7.0,0.0,52.1,0.0,52.2
46.523,797.0,-6.5,0.0,52.3,0.0,52.3
46.553,795.2,-6.1,0.0,52.2,0.0,52.2
46.583,793.0,-7.3,0.0,52.3,0.0,52.4
46.739,783.0,-6.4,0.0,52.4,0.0,52.4
46.786,780.4,-5.5,0.0,51.9,0.0,51.9
46.816,779.0,-4.6,22.5,51.4,104.7,51.5
46.887,776.0,-4.2,22.5,50.7,105.5,51.2
46.956,773.2,-4.1,22.5,50.1,106.2,50.8
47.012,771.2,-3.6,22.5,49.5,107.0,50.5
47.041,769.2,-6.9,0.0,49.9,0.0,50.8
47.079,767.2,-5.2,0.0,50.8,0.0,51.3
47.103,765.8,-5.9,0.0,51.0,0.0,51.3
47.163,762.8,-5.0,22.5,51.1,104.7,51.5
47.196,761.6,-3.6,22.5,48.7,109.9,49.0
47.220,760.6,-4.1,22.5,48.6,109.1,49.3
47.245,759.2,-5.8,0.0,49.1,0.0,49.9
47.269,757.8,-5.8,0.0,49.9,0.0,50.6
47.306,755.8,-5.3,0.0,50.5,0.0,50.9
47.332,754.0,-7.1,0.0,51.2,0.0,51.4
47.357,752.2,-7.2,0.0,51.9,0.0,52.0
47.382,750.8,-5.6,0.0,52.0,0.0,52.1
47.528,743.0,-5.3,0.0,51.5,0.0,51.5
47.561,740.8,-6.7,0.0,51.5,0.0,51.5
47.629,737.0,-5.6,0.0,51.7,0.0,51.7
47.650,736.0,-4.9,22.5,51.4,104.7,51.5
47.670,735.0,-5.0,22.5,51.2,104.7,51.5
47.690,733.4,-7.8,0.0,51.6,0.0,51.9
47.710,732.0,-7.1,0.0,52.2,0.0,52.4
47.732,730.6,-6.4,0.0,52.3,0.0,52.4
47.754,729.2,-6.3,0.0,52.2,0.0,52.3
47.804,726.4,-5.6,0.0,51.9,0.0,52.0
47.831,724.6,-6.8,0.0,51.9,0.0,51.9
47.855,723.0,-6.6,0.0,52.2,0.0,52.2
47.894,720.6,-6.1,0.0,52.1,0.0,52.1
47.915,718.8,-8.6,0.0,49.7,0.0,49.7
47.946,716.6,-7.0,0.0,51.2,0.0,51.2
47.967,714.8,-8.7,0.0,50.3,0.0,50.3
48.027,712.0,-4.7,22.5,51.0,105.2,51.3
48.052,710.6,-5.6,0.0,50.9,0.0,51.3
48.076,709.6,-4.1,22.5,50.8,105.5,51.2
48.126,707.4,-4.4,22.5,50.5,105.7,51.0
48.188,704.8,-4.2,22.5,50.2,106.0,50.9
48.224,703.2,-4.5,22.5,50.1,105.9,50.9
48.250,701.8,-5.3,0.0,50.4,0.0,51.0
48.293,699.0,-6.5,0.0,51.1,0.0,51.4
48.505,685.6,-6.3,0.0,51.9,0.0,52.0
48.533,683.8,-6.3,0.0,52.1,0.0,52.1
48.562,681.8,-6.9,0.0,52.3,0.0,52.3
48.591,679.6,-7.7,0.0,52.6,0.0,52.6
48.634,676.8,-6.5,0.0,52.7,0.0,52.7
48.664,674.6,-7.4,0.0,52.7,0.0,52.7
48.694,673.2,-4.6,22.5,52.3,103.3,52.4
48.788,667.8,-5.7,0.0,51.6,0.0,51.8
48.827,665.4,-6.2,0.0,51.7,0.0,51.7
48.850,663.8,-7.1,0.0,52.0,0.0,52.0
48.885,661.4,-6.8,0.0,52.3,0.0,52.3
48.907,659.8,-7.2,0.0,49.1,0.0,49.1
48.930,657.6,-9.6,0.0,51.1,0.0,51.1
48.956,655.8,-7.1,0.0,52.3,0.0,52.3
48.982,654.0,-6.7,0.0,52.5,0.0,52.5
49.007,651.6,-9.7,0.0,53.1,0.0,53.1
49.032,649.8,-7.3,0.0,53.5,0.0,53.5
49.054,648.6,-5.3,0.0,52.9,0.0,52.9
49.078,647.0,-6.9,0.0,52.5,0.0,52.5
49.102,645.6,-5.7,0.0,52.3,0.0,52.3
49.139,643.2,-6.5,0.0,52.2,0.0,52.2
49.164,641.4,-7.3,0.0,52.4,0.0,52.4
49.259,636.4,-5.2,0.0,51.9,0.0,51.9
49.292,634.6,-5.5,0.0,51.3,0.0,51.3
49.314,633.2,-6.3,0.0,48.6,0.0,48.6
49.335,631.4,-8.4,0.0,50.2,0.0,50.2
49.357,629.8,-7.4,0.0,51.5,0.0,51.5
49.381,628.4,-5.8,0.0,51.8,0.0,51.8
49.465,623.8,-5.5,0.0,51.6,0.0,51.6
49.592,614.4,-7.4,0.0,52.2,0.0,52.2
49.697,607.4,-6.7,0.0,52.7,0.0,52.7
49.909,594.0,-6.3,0.0,52.3,0.0,52.3
49.939,592.0,-6.6,0.0,52.2,0.0,52.2
49.968,590.2,-6.1,0.0,52.2,0.0,52.2
50.012,585.8,-10.0,0.0,53.2,0.0,53.2
50.043,584.0,-5.9,0.0,53.6,0.0,53.6
50.074,582.0,-6.5,0.0,52.8,0.0,52.8
50.104,580.4,-5.3,0.0,52.3,0.0,52.3
50.133,578.8,-5.5,0.0,51.8,0.0,51.8
50.159,577.6,-4.6,22.5,51.4,104.7,51.6
50.183,577.0,-2.5,22.5,50.6,106.4,51.0
50.208,576.4,-2.4,22.5,49.4,108.1,50.1
50.231,575.8,-2.6,22.8,48.4,109.5,49.4
50.264,574.6,-3.7,24.9,47.8,109.5,49.2
50.288,573.6,-4.2,24.0,47.8,108.7,49.5
50.313,572.2,-5.5,0.0,48.4,0.0,50.0
50.353,569.4,-7.1,0.0,49.9,0.0,51.1
50.396,567.2,-5.1,0.0,51.0,0.0,51.5
50.441,563.8,-7.5,0.0,51.7,0.0,51.9
50.471,562.2,-5.4,0.0,52.1,0.0,52.2
50.507,560.0,-6.0,0.0,51.8,0.0,51.9
50.531,558.6,-6.0,0.0,51.8,0.0,51.8
50.553,557.6,-4.5,22.5,51.5,104.5,51.7
50.583,556.2,-4.7,22.5,51.1,104.8,51.5
50.604,555.2,-4.8,22.5,50.9,104.9,51.4
50.670,552.6,-3.9,22.5,50.4,105.9,51.1
50.716,551.2,-3.1,22.5,49.4,107.5,50.3
50.740,550.6,-2.5,23.9,48.2,109.1,49.6
50.840,546.8,-3.8,26.7,47.7,108.5,49.6
50.865,545.8,-4.0,26.8,47.6,107.7,50.0
50.905,544.8,-2.5,37.1,47.0,109.2,49.6
50.932,543.8,-3.7,39.5,46.5,109.5,49.2
50.959,542.8,-3.6,38.8,46.5,109.2,49.4
50.987,541.0,-6.4,0.0,47.4,0.0,50.0
51.017,539.4,-5.4,0.0,48.8,0.0,50.8
51.063,537.4,-4.4,22.5,49.3,105.9,50.9
51.094,535.4,-6.4,0.0,50.1,0.0,51.2
51.125,533.6,-5.8,0.0,51.0,0.0,51.6
51.156,532.2,-4.4,22.5,51.0,105.0,51.4
51.202,529.6,-5.7,0.0,51.0,0.0,51.4
51.231,528.2,-4.8,22.5,51.1,104.9,51.4
51.276,525.2,-6.7,0.0,51.4,0.0,51.7
51.321,522.2,-6.8,0.0,52.1,0.0,52.2
51.360,519.4,-7.0,0.0,52.5,0.0,52.5
51.386,517.6,-7.1,0.0,52.6,0.0,52.7
51.423,515.4,-6.0,0.0,52.4,0.0,52.5
51.464,512.6,-6.7,0.0,52.3,0.0,52.3
51.495,510.4,-7.2,0.0,52.5,0.0,52.5
51.525,507.8,-8.5,0.0,53.1,0.0,53.1
51.556,504.8,-9.7,0.0,53.9,0.0,53.9
51.599,501.8,-7.0,0.0,53.8,0.0,53.8
51.641,499.2,-6.1,0.0,52.9,0.0,52.9
51.669,497.4,-6.4,0.0,52.4,0.0,52.4
51.700,495.2,-7.2,0.0,52.5,0.0,52.5
51.732,492.6,-8.2,0.0,52.9,0.0,52.9
51.764,490.0,-7.9,0.0,53.3,0.0,53.3
51.894,481.6,-6.5,0.0,52.9,0.0,52.9
51.935,479.8,-4.5,22.5,51.8,104.1,51.9
51.982,477.4,-5.1,0.0,51.1,0.0,51.4
52.027,475.6,-4.0,22.5,50.6,106.0,51.0
52.053,474.6,-3.9,22.5,50.1,106.5,50.7
52.102,473.6,-2.0,24.8,48.7,109.4,49.7
52.135,473.8,0.6,59.5,45.6,116.6,47.1
52.166,474.2,1.3,98.2,42.2,125.5,43.8
52.194,474.2,0.0,121.4,39.6,131.9,41.3
52.237,473.4,-1.9,123.4,39.0,133.0,40.5
52.261,472.8,-2.6,117.4,39.4,131.7,40.8
52.286,471.8,-4.0,103.0,40.5,127.9,41.8
52.313,470.2,-5.9,0.0,42.3,0.0,43.5
52.342,468.8,-4.8,62.1,44.1,117.9,45.3
52.370,466.8,-7.1,0.0,46.1,0.0,47.3
52.397,464.6,-8.2,0.0,48.7,0.0,49.7
52.422,463.2,-5.6,0.0,50.4,0.0,51.0
52.472,460.0,-6.4,0.0,51.1,0.0,51.5
52.526,455.8,-7.8,0.0,52.3,0.0,52.4
52.650,447.6,-6.6,0.0,52.7,0.0,52.7
52.678,445.6,-7.1,0.0,52.5,0.0,52.5
52.705,443.8,-6.8,0.0,52.6,0.0,52.6
52.731,442.4,-5.4,0.0,52.3,0.0,52.3
52.757,441.0,-5.4,0.0,51.8,0.0,51.8
52.783,440.0,-3.8,22.5,51.2,105.3,51.4
52.808,439.0,-3.9,22.5,50.6,106.0,51.0
52.833,437.6,-5.7,0.0,50.6,0.0,51.0
52.857,436.6,-4.3,22.5,50.7,105.7,51.0
52.891,435.2,-4.1,22.5,50.4,106.0,50.9
52.915,434.2,-4.1,22.5,50.2,106.2,50.8
52.963,431.2,-6.2,0.0,50.7,0.0,51.2
52.989,429.4,-7.1,0.0,51.7,0.0,51.9
53.014,427.6,-7.0,0.0,52.2,0.0,52.3
53.041,425.4,-8.1,0.0,52.7,0.0,52.7
53.070,422.8,-9.0,0.0,53.4,0.0,53.4
53.100,420.6,-7.4,0.0,53.6,0.0,53.6
53.130,418.8,-6.0,0.0,53.0,0.0,53.0
53.159,417.4,-4.9,22.5,52.2,103.3,52.4
53.185,415.6,-6.9,0.0,52.0,0.0,52.2
53.208,414.2,-6.1,0.0,52.1,0.0,52.3
53.241,413.0,-3.7,22.5,51.5,104.9,51.7
53.400,405.6,-4.7,22.5,50.7,105.2,51.2
53.455,403.6,-3.6,22.5,50.1,106.4,50.9
53.519,401.2,-3.7,22.5,49.3,107.1,50.4
53.592,396.4,-6.6,0.0,50.3,0.0,51.1
53.657,391.2,-8.0,0.0,52.4,0.0,52.6
53.692,388.0,-9.3,0.0,53.6,0.0,53.7
53.725,384.6,-10.1,0.0,54.5,0.0,54.5
53.759,382.6,-6.0,0.0,54.0,0.0,54.1
53.810,378.6,-7.7,0.0,53.3,0.0,53.3
53.877,376.0,-3.9,22.5,52.0,104.1,52.3
53.908,375.4,-1.9,22.5,49.8,107.8,50.4
53.940,374.4,-3.2,22.5,48.5,109.0,49.5
53.989,372.0,-4.9,22.5,48.6,107.1,50.0
54.058,367.2,-7.0,0.0,50.5,0.0,51.5
54.093,365.2,-5.7,0.0,51.8,0.0,52.1
54.128,363.0,-6.3,0.0,51.8,0.0,51.9
54.195,360.6,-3.6,22.5,51.0,105.8,51.3
54.226,360.0,-1.9,22.5,49.1,108.8,49.9
54.303,358.6,-1.8,46.2,46.5,113.7,47.9
54.333,357.6,-3.3,58.5,44.8,115.5,46.6
54.363,356.6,-3.4,56.8,44.9,114.8,46.9
54.392,356.0,-2.0,63.9,44.6,116.0,46.7
54.421,355.4,-2.1,72.0,43.8,117.7,46.0
54.506,353.8,-1.9,86.0,42.6,120.9,44.8
54.533,353.2,-2.2,93.9,41.7,123.1,43.9
54.560,353.0,-0.8,104.2,41.0,125.9,43.2
54.586,352.8,-0.8,115.5,40.0,129.2,42.0
54.612,352.6,-0.8,124.6,39.1,132.2,41.0
54.690,351.0,-2.1,120.3,39.2,131.9,40.8
54.716,350.4,-2.3,114.0,39.8,130.7,41.2
54.792,348.0,-3.2,96.7,41.0,126.0,42.4
54.818,347.4,-2.3,89.8,42.0,123.9,43.5
54.844,346.8,-2.3,90.9,41.9,124.1,43.5
55.044,341.4,-2.7,85.0,42.3,122.1,44.0
55.070,340.4,-3.9,74.5,43.2,119.1,45.0
55.110,338.8,-4.1,62.0,44.2,116.1,46.1
55.136,337.6,-4.5,51.2,45.2,113.5,47.3
55.163,336.2,-5.2,0.0,46.2,0.0,48.1
55.191,335.2,-3.6,37.7,46.7,110.8,48.6
55.400,326.6,-4.1,26.9,47.4,107.6,49.7
55.431,325.6,-3.2,25.4,47.9,107.3,50.4
55.637,316.4,-4.5,22.6,48.6,106.0,50.6
55.806,307.2,-5.4,0.0,50.4,0.0,51.1
55.848,305.2,-4.8,22.5,51.1,105.1,51.3
55.913,302.6,-4.0,22.5,50.5,105.9,51.0
56.095,298.4,-2.3,44.3,47.0,112.6,48.5
56.131,297.6,-2.2,73.4,43.7,117.9,45.9
56.168,296.0,-4.4,62.6,44.1,115.5,46.3
56.251,294.4,-1.9,74.5,43.7,117.9,46.0
56.273,291.2,-14.5,0.0,45.9,0.0,47.9
56.302,289.4,-6.1,0.0,49.7,0.0,51.1
56.360,286.8,-4.5,22.5,50.3,105.3,51.2
56.387,286.2,-2.2,22.5,49.6,107.2,50.6
56.414,286.0,-0.8,30.4,47.9,110.8,49.1
56.524,287.6,1.4,118.5,41.0,132.1,42.4
56.559,287.8,0.6,176.7,34.6,153.1,35.7
56.581,287.6,-0.9,176.0,34.2,154.3,34.9
56.603,287.8,0.9,182.7,34.0,158.2,34.4
56.624,287.8,0.0,185.9,33.5,160.7,33.6
56.697,287.4,-0.5,179.8,33.9,160.0,33.6
56.718,287.2,-1.0,173.3,34.5,158.2,34.0
56.750,286.8,-1.2,165.7,35.1,155.3,34.5
56.784,286.0,-2.4,149.4,36.3,148.8,35.8
56.807,285.0,-4.3,126.6,38.2,140.3,37.8
56.843,283.6,-3.9,102.8,40.3,132.0,40.2
56.867,282.6,-4.2,86.8,42.0,126.8,42.1
56.892,282.0,-2.4,84.6,42.5,125.5,42.9
56.917,281.2,-3.2,81.3,42.7,124.1,43.3
56.943,280.2,-3.8,73.4,43.3,121.5,44.1
56.971,279.2,-3.7,66.5,43.9,119.3,45.0
56.998,278.2,-3.6,61.3,44.4,117.6,45.7
57.027,277.6,-2.1,66.9,44.3,118.3,45.7
57.056,277.0,-2.1,74.5,43.6,119.7,45.2
57.086,276.0,-3.4,72.2,43.5,119.0,45.2
57.161,272.6,-4.5,50.8,45.0,113.7,47.0
57.191,271.6,-3.3,42.2,46.3,111.2,48.5
57.311,267.6,-3.3,45.4,46.0,111.2,48.5
57.371,266.4,-2.0,61.2,44.9,114.0,47.6
57.402,266.0,-1.3,79.8,43.3,118.1,46.0
57.432,265.4,-2.0,87.3,42.4,120.1,45.1
57.462,264.8,-2.0,91.8,41.9,121.4,44.5
57.491,264.2,-2.0,95.1,41.6,122.6,44.1
57.522,263.2,-3.3,88.9,41.9,121.4,44.2
57.552,262.2,-3.3,81.4,42.6,119.8,44.9
57.764,256.0,-2.9,73.9,43.3,118.0,45.6
57.973,250.8,-2.5,80.0,43.1,119.3,45.4
58.074,250.0,-0.8,111.9,40.6,128.1,42.6
58.102,250.2,0.7,143.0,37.8,138.3,39.5
58.246,249.4,-0.6,158.4,36.2,146.7,37.1
58.455,246.0,-1.6,140.9,36.9,143.2,37.2
58.483,245.4,-2.2,126.4,38.6,138.0,38.9
58.593,242.8,-2.4,112.7,39.7,133.1,40.2
58.620,242.2,-2.2,105.5,40.6,130.2,41.4
58.648,241.6,-2.2,104.8,40.7,129.7,41.5
58.718,240.2,-2.0,106.2,40.6,129.7,41.6
58.746,239.6,-2.2,106.2,40.5,129.5,41.6
58.787,238.8,-2.0,107.0,40.5,129.6,41.6
58.999,236.2,-1.2,127.0,39.2,135.9,40.1
59.066,234.8,-2.1,127.4,38.5,137.0,39.2
59.277,228.8,-2.9,95.3,40.9,126.7,41.9
59.307,227.8,-3.3,77.5,43.0,120.9,44.4
59.337,226.4,-4.7,63.6,44.0,117.3,45.6
59.367,225.6,-2.6,63.0,44.5,116.7,46.2
59.398,225.0,-1.9,71.3,43.9,118.3,45.8
59.474,224.4,-0.8,99.4,41.7,125.1,43.7
59.674,224.8,0.2,162.7,36.7,148.5,37.6
59.879,224.2,-0.3,181.4,33.8,162.5,33.2
59.915,223.4,-2.2,161.6,35.1,155.0,34.2
59.942,222.8,-2.3,146.8,36.7,148.7,35.9
60.042,219.4,-3.4,109.3,39.6,134.4,39.4
60.106,217.4,-3.2,83.2,42.4,124.8,43.0
60.138,216.6,-2.5,80.4,42.9,123.1,43.8
60.203,214.6,-3.1,76.4,43.1,121.3,44.3
60.237,213.6,-3.0,72.8,43.5,119.7,45.0
60.270,212.6,-3.0,71.2,43.6,119.0,45.3
60.335,210.6,-3.1,68.6,43.9,117.9,45.7
60.482,206.0,-3.1,64.1,44.2,116.1,46.3
60.514,205.0,-3.1,61.9,44.5,115.1,46.8
60.545,204.4,-1.9,69.5,44.1,116.7,46.4
60.620,203.8,-0.8,97.9,41.9,123.5,44.2
60.677,203.4,-0.7,125.2,39.2,131.8,41.3
60.705,203.2,-0.7,136.5,38.0,136.2,39.8
60.732,203.0,-0.7,142.2,37.5,138.8,39.0
60.759,202.8,-0.7,146.4,37.1,141.0,38.4
60.962,199.6,-1.6,135.8,37.6,139.4,38.5
61.100,197.0,-1.9,123.0,38.9,135.8,39.5
61.130,196.4,-2.0,117.5,39.5,133.9,40.2
61.160,196.0,-1.3,120.4,39.4,134.6,40.1
61.220,195.6,-0.7,133.3,38.4,138.7,39.1
61.429,192.8,-1.3,138.0,37.7,141.2,38.2
61.467,192.6,-0.5,144.7,37.4,144.0,37.7
61.654,188.6,-2.1,123.5,38.5,136.7,39.0
61.685,187.6,-3.2,103.1,40.5,129.7,41.3
61.716,187.0,-1.9,102.2,41.0,129.0,41.8
61.746,186.4,-2.0,103.8,40.8,129.2,41.7
61.852,185.6,-0.8,126.1,39.2,135.7,40.2
61.880,185.4,-0.7,142.3,37.5,141.5,38.3
61.933,185.0,-0.8,148.3,36.9,144.2,37.5
61.959,185.2,0.8,162.5,35.9,150.1,36.3
61.999,185.0,-0.5,167.4,35.2,152.9,35.4
62.027,184.8,-0.7,166.6,35.2,153.4,35.2
62.054,184.8,0.0,170.7,35.0,155.6,34.8
62.091,184.6,-0.5,171.5,34.7,156.6,34.4
62.115,184.4,-0.9,168.9,34.9,156.0,34.5
62.224,183.8,-0.6,168.4,35.0,156.4,34.5
62.245,183.6,-0.9,166.2,35.2,155.9,34.5
62.266,183.4,-1.0,163.7,35.4,154.8,34.8
62.287,183.2,-1.0,161.7,35.6,154.0,35.0
62.309,183.0,-0.9,160.3,35.7,153.3,35.1
62.343,182.6,-1.2,156.7,36.0,151.7,35.4
62.368,182.0,-2.4,145.8,36.7,147.4,36.3
62.396,181.0,-3.7,126.1,38.3,140.1,37.9
62.424,179.6,-5.0,99.3,40.5,131.1,40.4
62.527,176.0,-3.5,75.9,42.9,122.9,43.4
62.556,175.8,-0.7,81.5,43.2,122.8,44.3
62.586,175.6,-0.7,99.0,41.6,126.9,42.9
62.616,175.4,-0.7,113.6,40.2,130.8,41.5
62.822,173.4,-1.0,137.0,38.3,139.3,39.2
63.032,170.4,-1.4,138.6,37.5,141.8,37.9
63.057,170.2,-0.8,139.0,37.8,142.0,38.1
63.082,170.0,-0.8,143.2,37.4,143.5,37.7
63.119,169.2,-2.1,135.5,37.7,141.0,38.0
63.157,168.8,-1.1,136.3,38.0,141.2,38.3
63.180,168.6,-0.9,140.0,37.6,142.5,37.9
63.203,168.8,0.9,153.6,36.7,147.4,37.0
63.367,168.2,-0.4,167.6,35.3,154.6,35.2
63.385,168.0,-1.1,168.1,34.9,156.1,34.4
63.402,168.0,0.0,171.6,34.9,157.8,34.4
63.418,168.2,1.2,181.9,34.3,162.5,33.7
63.439,169.0,3.9,206.4,32.4,175.2,31.6
63.453,170.8,13.2,252.8,27.4,238.4,26.3
63.465,172.6,14.4,288.4,19.9,281.0,18.5
63.476,173.8,11.0,304.0,14.2,281.0,12.7
63.488,175.2,11.9,314.6,11.3,281.0,9.8
63.499,177.0,16.6,329.7,8.4,281.0,7.0
